day,chl,NAeuph,NBeuph,mld,wind
1001,0.0922809948112897,1.02647225219945,0.881501061053189,27.072557108356,35.3370397600417
1002,0.0918199729833468,1.13154218542844,0.726476367138969,26.7547206337265,35.5566742609895
1003,0.0900900756983705,1.17528249235719,0.615672160909835,26.6013732230579,35.6455470046312
1004,0.086943583446552,1.15965897875206,0.555227114829018,26.6088003265639,35.655213621817
1005,0.0828244759297585,1.09180347121914,0.546815225207408,26.773274745774,35.6409598932626
1006,0.0786114731886743,0.979955958355119,0.59337751842878,27.0937025546832,35.6359040342536
1007,0.0752763036648032,0.836244697101506,0.698906815922348,27.5710108428074,35.6337376886828
1008,0.0736051378876971,0.682570041329119,0.861846753465865,28.2043839385188,35.5870601251609
1009,0.0740507391907533,0.550950273228592,1.06554145571936,28.9853959121427,35.4225207777509
1010,0.0766171894432142,0.4728695668639,1.27238200682373,29.8917987137216,35.0678242976321
1011,0.0807040387726841,0.465178578609818,1.42645552776697,30.8830168316092,34.4812767073531
1012,0.085017267136756,0.520252274580008,1.47275462453491,31.8991743855018,33.6734882580351
1013,0.0880272085982986,0.607529269348195,1.39994580608804,32.8647640446979,32.7134200097077
1014,0.0891886895976729,0.698661811600426,1.26304435526452,33.697004913568,31.7162028404159
1015,0.0891570700635263,0.783344336296445,1.12220532803211,34.3177656956719,30.8161991499632
1016,0.0883604631262404,0.854725675892459,0.99494976678401,34.6669259283897,30.1335313090616
1017,0.0868398310972121,0.911417064155794,0.884927204650581,34.7144626038231,29.7442025581256
1018,0.0848463567434859,0.957816976395692,0.794072417493009,34.4685471691601,29.6624694680828
1019,0.0827742582006576,0.998103796860677,0.722443696451008,33.9775556498424,29.8399525951566
1020,0.0810187292780284,1.03505001547286,0.671271480446994,33.325027172262,30.1806408983432
1021,0.0798776790616526,1.06854787456455,0.643606539388709,32.6180247399509,30.5662966177847
1022,0.0794933257699698,1.09424413343342,0.643608682525092,31.970752702224,30.8842736465627
1023,0.0798429372031248,1.10326851647534,0.674735993392167,31.4863557759179,31.05004065007
1024,0.0807633248749634,1.08465779648352,0.737206809730634,31.2403154929916,31.0193614786056
1025,0.0820134086488622,1.03120603542559,0.826049189989907,31.2686437984191,30.7889586810939
1026,0.0833708152384461,0.945447913991561,0.931351004494515,31.5631761953212,30.3881069925647
1027,0.084691523503523,0.839868695662977,1.04062640672035,32.0748659357116,29.8657715559332
1028,0.0858697818009354,0.730823389926492,1.14123561578269,32.7243688776729,29.2780939468094
1029,0.0867634940642787,0.63253573079899,1.22233787033304,33.4177299628745,28.6795084537457
1030,0.0871980554029618,0.554714449464528,1.27671513095909,34.0639565556574,28.118417911653
1031,0.0870400509760523,0.502576887067104,1.3015427287373,34.590914912523,27.6362470841061
1032,0.0862675469606995,0.478003724059546,1.29764281395422,34.9563910083813,27.2676459054188
1033,0.0849918936551095,0.481060432459225,1.26805299323745,35.1522283576533,27.0398993342343
1034,0.083432297727377,0.511055797798699,1.21700295592857,35.20096000765,26.9708663856426
1035,0.0818653049224543,0.566908815382773,1.14950660369821,35.1459619548362,27.0662624533748
1036,0.0805751125225072,0.647005815142886,1.07130105152631,35.0375217083816,27.3180197551976
1037,0.0798157131702322,0.748767909474827,0.988505332678397,34.9180453225505,27.7053365970458
1038,0.0797800736595174,0.867754530061346,0.906697111076234,34.8097460530806,28.1989114131501
1039,0.0805618488590377,0.995940393274335,0.829758722539829,34.707552497501,28.7672987876279
1040,0.082097855979725,1.11986248427723,0.759475096719194,34.5787873280253,29.3831034415742
1041,0.0841088450383432,1.22169069162678,0.696699511501776,34.3696681120726,30.0264968945128
1042,0.0861160161302539,1.28612853803165,0.643616320379662,34.0172011310889,30.6845126959571
1043,0.0875915985687204,1.30790447436251,0.604468727124021,33.4638979443151,31.3464026752254
1044,0.0881235918668922,1.28988518528545,0.583716704189106,32.6721807864807,31.9972402905172
1045,0.0874794465638578,1.23614459745058,0.584942487157029,31.635461711866,32.6130562392586
1046,0.0856733811787176,1.1495892528093,0.61195841570489,30.3836339136149,33.1604925020893
1047,0.0830363757120254,1.03247410238253,0.669599180168978,28.9819166005122,33.6022460596451
1048,0.0801800005858602,0.888346703896639,0.762998454352764,27.5233703899307,33.9070544309517
